file,ground_truth,baseline_prediction,finetuned_prediction
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_010901.wav,văn hường ơi tao tên là," Văn hướng ơi, tao tên là...",văn hướng ơi tao tên là
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_009865.wav,tôi biết chơi đàn dương cầm, Tôi biết chơi đàn chuông cầm.,tôi biết chơi đàn dương cầm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003739.wav,cho dù có thích hay không chúng ta phải tiết kiệm," Cho dù cậu thích hay không, chúng ta phải tiệt kiểm.",cho dù có thích hay không chúng ta phải tiết kiệm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_010970.wav,Quyết định này được đưa ra rất nhanh sau buổi họp trưa qua, khuyết định này được đưa ra rất nhanh sau buổi hợp trưa qua,thuyết định này được đưa ra rất nhanh sau buổi họp chứa qua
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012328.wav,tàu khởi hành từ đường ray chín mươi chín, Tao khởi hàng từ đường Rai 99,tàu khởi hành từ đường ray chín mươi chín
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006348.wav,được giao chỉ tiêu trong tháng mười một, được giao chỉ tiêu trong tháng 11.,được giao chỉ tiêu trong tháng mười một
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_009502.wav,anh có thể nói cụ thể hơn một chút được không, Ăn có thể gó cổ thể hâm một chút được sau.,anh có thể gó cụ thể hơn một chút nữa không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004493.wav,làm ơn cho ghế gần cửa sổ không hút thuốc, Làm ơn cho gãy gắn cơ sùa không hụt thuốc.,làm ơn cho ghế cần cỡ sổ không hút thuốc
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_010003.wav,bạn có thể ở lại đây lâu như bạn muốn, bạn có thể ở đây lâu như bạn muốn,bạn có thể ở lại đây lâu như bạn muốn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004367.wav,Gỗ núi đá cây nào cũng cứng chắc và rất bền, Gồn núi đá cây ná cứng cứng chắc vào rất bên,gỗ núi đá cây nào cũng cứng chắc và rất bền
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_004709.wav,một chỗ ngồi trên xe cho trẻ em, Một chỗ ngồi chân xia. Chào chào em.,một chỗ ngồi trên xe chối trẻ em
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005732.wav,Cứ há mồm đút một miếng người giúp việc lại bấm thang máy chạy lên," Thường Thám vông được mộng niệm, người xuất tiết lại bầm thắng bải tay lấy.",Thứ hãm vùng với một miếng người sức việc lại bấm thang máy chạy lên
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005473.wav,tôi có thể thanh toán tiền hóa đơn không, Tôi có thể tánh cạn tiếp họa đơn không?,tôi có thể thanh trán tiết hóa đơn không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_008870.wav,Nga có thể gọi là một phụ nữ hiền đúng hơn là hơi ù lì," Nga có thể gọi là một phụ nữ hiền, đúng hơn là hơi ú lì",Nga có thể gọi là một phụ nữ hiền đúng hơn là hơi ù lý
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_009541.wav,có nhưng tốt hơn bạn nên lấy chuyến xe buýt kế tiếp bởi nó hết chỗ rồi, Có nhưng tốt hơn bạn nên lấy chuyến xe bit kế tiếp bởi nó hết chỗ rồi,có nhưng tốt hơn bạn nên lấy chuyến xe buýt kế tiếp bởi nó hết chỗ rồi
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003836.wav,đối thủ N tiến lại rút gươm của y kể kết liễu đời hắn, Đối thủ trề tiến lại giúp gồm của y kết liệu đời hắn.,đối thủ trê tín lại giút gorm ui kết liệu đời hant
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_009671.wav,Theo ông Phạm Tài Thu đàn chim này có hiện tượng bị mất trộm," Theo ông Phạm tại Thu, đàn chim này có hiện tượng bị mất trộn.",Theo ông Phạm tại Thu đàn chim này có hiện tượng bị mất trộm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_013890.wav,thành công của tổng thống mỹ lúc bấy giờ đã dần tới sự ra đời của một thế hệ mới một thế hệ của những sát thủ kinh tế," Thành công của Tổng thống Mỹ lúc bấy giờ đã dần tới sự gia đời của một thế hệ mới, một thế hệ của những xác thủ kinh tế.",thành công của tổng thống mỹ lúc bấy giờ đã dần tới sự ra đời của một thế hệ mới mộtế hệ của những sát thủ kinh tế
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_005466.wav,lạm phát tăng là do dự báo yếu kém, Lạm phát tăng là do dự báo yếu kém.,lạm phát tăng là do dự báo yw kèm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003670.wav,hãy đi xe bus số bốn mươi sáu từ trạm dừng xe bus gần nhất và xuống xe ở trạm dừng xe bus thứ năm, Hãy đi xe bít số 46 từ trạm dừng xe bít gần nhất và xuống xe ở trạm dừng xe bít thứ 5.,hãy đi xe buýt số bốn mươi sáu từ trạm dừng xebuýt gần nhất và xuống xe ở trảm dựng xeBuýt thứ năm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001248.wav,làm việc suốt ngày đêm, làm việc suốt ngay đêm,làm việc suốt ngày đêm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012779.wav,giảm tiếng ti vi, Giám tiếng TV,giảm tiếng ti vi
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_000830.wav,ví của tôi bị móc túi ở trong tàu điện ngầm, Vĩ của chúng tôi bị móc túi ở trong tàu điện ngầm.,ví của chúng tôi bị móc túi ở trong tàu điện ngầm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008876.wav,do xác người chết đã qua nhiều ngày bị thối rữa nên khó nhận dạng, Do sát người chết đã qua nhiều ngày bị thôi giữa nên khó nhận dạng.,do sát người chết đã qua nhiều ngày vì thôi giữa nên khó nhận dạng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001458.wav,Bên cạnh công nghệ Hằng còn rất thích đi du lịch, Biên canh cộng nghề hàng con rất thích đi du lịch.,Bên cạnh công nghệ hàng con rất thích đi du lịch
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_013288.wav,gần như sau đó cầu lắc lư dữ đội," Gần như sau đó, cầu lắc lưu vứt rồi.",ngần như sau đó cầu lắc lư hư gội
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_007288.wav,thêm một tách cà phê nữa nhé, thêm 1 tách cà phê nữa nhé,thêm một tách cà phê nữa nhé
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_010659.wav,anh có thấy bóng bầu dục và bóng rổ quan trọng như nhau, Anh có thể bóng mùi dụng và bóng dụng quan trọng như nhau không?,anh có thấy bóng mồn giúp và báng rỗ quan trọng như nhau không
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_009244.wav,tàu của ông sẽ rời từ đường ray số sáu, Tàu của ông sẽ rời từ đường ray số 6,tàu của ông sẽ rời từ đường ray số sáu
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001923.wav,tôi đã báo cáo cho lãnh sự quán nhật bản, Tôi đã báo cáo cho lãnh sử quán Nhật Bản,tôi đã bao cao cho lãnh sử quán nhật bản
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_007665.wav,Thất trận Quảng Nam chỉ có thể tự trách mình, Thất trộn là quản án chỉ có thể tự trách minh.,Thất trọng quảng năng chỉ có thể tới trách mình
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_010187.wav,tôi mang một đồng hồ làm quà cho một khách hàng, Tôi mang một đồng hồ làm quà cho một khách hàng,tôi mang một đồng hồ làm quà cho một khách hàng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004837.wav,Bạn hãy tỏ ra đam mê cơ thể nàng khẳng định sự hấp dẫn của nàng," Bán hải tỏ ra đam mê cơ thể năng, khẳng định sự hấp dẫn của năng.",bạn hãy tỏ ra đạm mê cơ thể nàng khẳng định sự hấp dẫn của nàng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_013680.wav,tôi có thể hâm nóng chai sữa em bé ở đâu, Tôi có thể hướng nặng trái sưa em mẹ ở đâu?,tôi có thể hâm nóng chai sữa em bé ở đâu
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_007320.wav,cô nàng là gái đào mỏ ư," Cô nàng là gái đào, mọi...",cô nàng là gái đào mõ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005669.wav,giữ chúng trong túi đựng tiền ở thắt lưng, Giờ chúng ta cũng đứng tiên ở thắt lưng.,Dứa chúng trong túi đâm tiền ở thắt lưng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004510.wav,Nhưng tới nay mọi cái dường như đã đổi khác," Nhưng tới nay, môi cái dưng như đã đổi khác.",Nhưng tới nay mọi cái dừng như đã đổi khác
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_009883.wav,Bởi với cơ chế hành chính chủ quản đi kèm là quyền lực lớn lợi ích lớn," Với với có chế hành chính chú quảng, tý game là quy lực lớn, lệnh lớn.", Với với có chế hành chính chủ quảng đi kèm là quyền đực lớn đệnh lớn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_000628.wav,tôi có một số thứ cho bạn xem, We'll go on to the next one. Thank you.,Có ngăn phong thu cho đàn dưới
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012574.wav,người ta thường nói thập nhân cửu trĩ," Người ta hường nói, hập nhân cụ trí.",người ta thường nói hợp nhân củ trĩ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_005316.wav,Mãi đến sau khi chương trình kết thúc anh mới biết được phản ứng của người bạn," Mà để sau khi chân tiến kể túc, ánh mời biết được phản ứng cùng lưới đoàn.",Mà đến sau khi chương trình kết thúc anh mới biết được phản ứng của người bạn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003318.wav,số điện thoại của anh, số điện thoại của anh,số điện thoại của anh
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003395.wav,tôi sẽ ăn hai miếng này, Tôi sẽ ăn 2 miếng này,tôi sẽ ăn hai miếng này
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_004986.wav,các chính sách tài chính đã được các tổ chức tín dụng thực hiện tốt, Các chính sách tại chính đã được các tổ chức tính dụng thực hiện tốt.,các chính sách tài chính đã được các tổ chức tín dụng thực hiện tốt
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004616.wav,Bà nắn vai ông vuốt cằm nâng niu cánh tay, Ba nằm vai ống buột căm nâng niu cành tay,Bà nắn vai ông buốt cằm nâng niu cánh tay
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_009192.wav,Để có thể đạt được đỉnh cao lần tới hãy chỉ dẫn cho đôi tay của chàng," Để có thể đạt được đỉnh cao lần tới, hãy chỉ dẫn cho tôi thay cụ trời.",Để có thể đạt được đỉnh cao lần tới hải chỉ dẫn cho tôi thầy cụ trẻ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003796.wav,tôi bị một vết đứt sâu, Dobrimos com edição.,tôi bị bổ phê tuyết xong
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_008964.wav,Anh ta giận dữ thậm chí văng tục với đồng đội, Anh ta dận giữ thậm chí vang tục với đồng đội.,Anh ta dẫn giữ thậm chí văn tục với đồng đội
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_001221.wav,Cho gạo thơm vo sạch vào thêm nước nấu cháo loãng, Cho cao tường bó xanh vào thêm nước nấu trả lãng.,Cho gà thơm vò sạch vào thêm nước nấu chát lãng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_011550.wav,vui lòng cho tôi xem cái màu khác, Vui làm cho tôi xem cạnh mau khác,vui lòng cho tôi xem cái màu khác
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_002216.wav,công an đến bắt về rồi, Công an đến Bắc về rồi.,Kông an đến bắc về rồi
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_012341.wav,tổng giám đốc te im lặng, Tổng tấm đốc tê im lặng.,tổng tâm đốc tê im lặng
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_008292.wav,điều hòa làm mát, Điều hoa là mát,điều hòa làm mét
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_003700.wav,tuy vậy năng khiếu nghệ thuật của bạn có thể lôi kéo bạn ra khỏi niềm đam mê ăn uống," Tuy vậy, năng khiếu nghệ thực của bạn có thể lâu kéo bạn ra khỏi niềm đam mê ăn ố.",tuy vậy năng khiếu nghệ thực của bạn có thể lâu kéo bạn ra khỏi niềm đám mê ăn uống
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_011189.wav,Và sắp tới lại có chương trình biểu diễn ở Mỹ, và sắp tới lại có chương trình biểu dương ở phía sau.,Và sách tới lại có chương trình biểu diễn ấm
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_006779.wav,và nhện ta liền quăng ra chiếc thòng lọng bằng tơ của nó đầu kia sẽ là bữa ăn," Và nhìn ta liền quanh ra chiếc thông lộng bành tơ của nó, đầu kia sẽ là bữa anh.",và nhịnh ra liền quanh ra chiếc thồng lộng bằng tơ của nó đầu kia sẽ là bữa ăn
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_006833.wav,Sơn lên các móng mỗi móng là màu sơn khác nhau," Sơn lên các móng, mọi móng là màu sơn khác nhau.", Sơn lên các móng mọi móng là màu sơn khác nhau
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_010945.wav,ở cuối đường, Ở cuối đường,ở cuối đường
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_000384.wav,tôi muốn thời gian đó quan sát và tư duy nhờ đó mà có ý tưởng điều chỉnh nhịp đèn Anh Tuấn chia sẻ, Tôi muốn thời gian đó quan sát và tư duy nhờ đó mà có ý tưởng điều chỉnh nhịp đèn Anh Tuấn chia sẻ.,tôi muốn thời gian đó quan sát và tư duy nhờ đó mà có ý tưởng điều chỉnh nhịp đèn anh tuấn chia sẻ
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_004556.wav,tôi có thể thử mang những chiếc giày này, Tôi có thể thử máng những trứng dây này.,tôi có thể thử mang những chiếc giày này
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_005308.wav,quầy mất và tìm ở đâu, Quay mất và tìm ở đâu?,quầy mất và tìm ở đâu
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set002_V0.1_008195.wav,Nghĩa sợ phải đối diện với bố mẹ với gia đình nạn nhân, Nghĩa xe phải đổi diên về bộ ma với gia đình năng nhân.,Nghĩa sẽ phải đối diện với bố mẹ với gia đình nạn nhân
/home/jupyter-toanlm/multitask/stt/wav_16k/FPTOpenSpeechData_Set001_V0.1_001420.wav,tôi muốn một phòng đợi ở gần phi trường thích hơn, Tôi muốn một phóng đợi ở gần phi trường thích hơn.,tôi muốn một phòng đợi ở gần phi trường thích hơn
